idhh	idperson	idfather	idmother	idpartner	idorighh	idorigperson	dag	dgn	dms	dcz	ddi	ddt	dwt	dsu00	dsu01	dsu02	dct	dec	deh	dey	dew	drgn1	dcu	les	lcs	lfs	lin	lindi	liwmy	lhw	liwwh	loc	lpemy	lse	lunmy	lowas	yivwg	yem	kfb	ypp	yse	bed	bun	phl	pdi	poa	psu	kivho	yiy	yprrt	ypr	ypt	bsa	bho	tpr	yot	yds	tad	bch00	bchba	bch	bma	bfapl	khooo	yemmy	kfbmy	ysemy	bunmy	pdimy	phlmy	poamy	psumy	tis	byr	byrmy	amrrm	amrtn	afc	xmp	xpp	xhc	xhcrt	xhcmomi	xhcmomc	amoyl	amolv	xhcot
1	101	0	0	0	1	101	47	1	4	1	0	22008	2143.068	0	0	0	2	0	3	12	1979	2	0	3	0	50	3	7	12	39	324	7	0	0	0	0	22.49142	3801.05	0	0	0	0	0	0	0	0	0	385.302	3.754335	0	0	83.33334	0	0	0	0	2437.481	0	0	0	0	0	0	83.33334	12	0	0	0	0	0	0	0	1367.323	0	0	4	1	1287.201	83.33334	0	398.1026	0	160.4167	507.9167	1994	76846	237.6859
2	201	0	0	0	2	201	61	0	5	1	0	22008	923.9436	0	0	0	2	0	5	16	1969	2	0	4	1	5	3	4	5	34	456	4	7	0	0	0	16.70566	1025.542	25	0	0	0	0	0	0	495.2594	1252.465	419.2496	0	0	0	0	0	0	0	0	2121.878	0	0	0	0	0	0	88.58334	5	5	0	0	0	0	7	12	651.3882	0	0	6	2	0	0	0	217.9167	0	0	0	0	0	217.9167
4	401	0	0	402	4	401	68	1	2	1	0	22008	1283.24	0	0	0	2	0	3	12	1956	2	0	4	0	0	0	0	0	0	0	-1	12	0	0	0	13.55037	0	0	0	0	0	0	0	0	2147.278	0	217.7334	8.483375	0	0	0	0	0	0	0	3547.202	0	0	0	0	0	0	40.20833	0	0	0	0	0	0	12	0	1070.993	0	0	6	2	2908.586	0	0	114.4183	0	0	0	0	0	114.4183
4	402	0	0	401	4	402	62	0	2	1	0	22008	1283.24	0	0	0	2	0	1	6	1959	2	0	9	0	0	0	0	0	0	0	-1	0	0	0	0	9.568335	0	0	0	0	0	0	0	0	0	0	217.7334	8.483375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.20833	0	0	0	0	0	0	0	0	1070.993	0	0	6	2	2908.586	0	0	114.4183	0	0	0	0	0	114.4183
4	403	401	402	0	4	403	32	1	1	1	0	22008	1283.24	0	0	0	2	0	4	14	1994	2	0	3	0	35	3	3	12	38	156	3	0	0	0	0	14.90253	2453.95	97.58334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	12	0	0	0	0	0	0	1070.993	0	0	6	2	0	0	0	0	0	0	0	0	0	0
5	501	0	0	0	5	501	80	0	5	1	0	22008	1161.516	0	0	0	2	0	3	12	1944	2	0	4	0	0	0	0	0	0	468	-1	12	0	0	0	11.4062	0	0	0	0	0	0	0	0	815	0	378.8914	6.933838	0	0	0	0	0	0	0	821.9338	0	0	0	0	0	0	0	0	0	0	0	0	0	12	12	0	0	0	5	6	2377.316	0	0	0	0	0	0	0	0	0
6	601	0	0	0	6	601	41	1	1	1	0	32008	1251.771	0	0	0	2	0	5	16	1987	2	0	2	0	4	3	3	12	40	228	1	0	1	0	0	24.72626	0	0	0	2654.224	0	0	0	0	0	0	0	166.6667	0	0	0	0	0	0	0	2023.264	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	797.6262	0	0	6	3	57142.86	0	0	1070	750	0	0	0	0	320
7	701	0	0	0	7	701	60	1	4	1	0	22008	984.4622	0	0	0	2	0	1	6	1963	2	0	5	0	0	0	0	0	0	432	4	0	0	12	0	16.23662	0	0	0	0	0	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	698.1642	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	-14.83083	0	0	6	3	0	516.6667	0	1345	850	0	0	0	0	495
8	801	0	0	802	8	801	66	1	2	1	0	22008	1471.446	0	0	0	2	0	1	6	1955	2	0	4	0	0	0	0	0	0	432	-1	12	0	0	0	14.88836	0	0	0	0	0	0	0	0	1300	0	217.3023	0	0	0	0	0	0	0	0	1406.25	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	263.75	0	0	6	4	0	0	0	192.5	162.5	0	0	0	0	30
8	802	0	0	801	8	802	70	0	2	1	0	22008	1471.446	0	0	0	2	0	1	6	1951	2	0	4	0	0	0	0	0	0	492	-1	12	0	0	0	13.5453	0	0	0	0	0	0	240	0	130	0	217.3023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	12	0	263.75	0	0	6	4	0	0	0	192.5	162.5	0	0	0	0	30
13	1301	0	0	1302	13	1301	31	1	1	2	0	22008	1541.653	0	0	0	2	0	5	16	1997	2	0	3	0	35	3	9	12	38	132	2	0	0	0	0	12.3583	2035	100	0	0	0	0	0	0	0	0	0	19.58333	175	175	0	0	0	0	0	3205	0	0	0	0	0	0	0	12	12	0	0	0	0	0	0	1184.167	0	0	2	3	6714.286	0	0	482	327	0	0	0	0	155
13	1302	0	0	1301	13	1302	25	0	1	2	0	22008	1541.653	0	0	0	2	5	5	16	2004	2	0	3	0	15	3	8	12	38	48	3	0	0	0	0	11.9332	1965	100	0	0	0	0	0	0	0	0	0	19.58333	175	175	0	0	0	0	0	0	0	0	0	0	0	0	0	12	12	0	0	0	0	0	0	1184.167	0	0	2	3	6714.286	0	0	0	0	0	0	0	0	0
15	1501	0	0	0	15	1501	56	0	4	1	0	22008	338.4252	0	0	0	2	0	1	6	1963	2	0	5	0	0	0	0	0	0	468	4	0	0	12	0	17.08584	0	0	0	0	0	1050	0	0	0	0	383.7722	0	0	0	0	0	0	0	0	1047.634	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	2.365833	0	0	2	4	0	0	0	344	306	0	0	0	0	38
16	1601	0	0	1602	16	1601	42	1	2	3	0	22008	1938.822	0	0	0	2	0	0	0	-1	2	0	3	0	0	0	0	0	0	300	7	0	0	12	0	17.59854	0	0	0	0	0	880	0	0	0	0	204.2331	0	0	0	0	0	0	0	0	1221.667	0	283.3333	0	283.3333	0	0	0	0	0	0	12	0	0	0	0	-58.33333	0	0	3	4	0	0	0	192.5	130	0	0	0	0	62.5
16	1602	0	0	1601	16	1602	23	0	2	3	0	22008	1938.822	0	0	0	2	0	0	0	-1	2	0	9	0	0	0	0	0	0	0	-1	0	0	0	0	10.0403	0	0	0	0	0	0	0	0	0	0	204.2331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-58.33333	0	0	3	4	0	0	0	192.5	130	0	0	0	0	62.5
16	1603	1601	1602	0	16	1603	3	1	1	3	-1	22008	1938.822	0	0	0	2	1	0	0	-1	2	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	-58.33333	0	0	3	4	0	0	0	0	0	0	0	0	0	0
16	1604	1601	1602	0	16	1604	2	1	1	3	-1	22008	1938.822	0	0	0	2	1	0	0	-1	2	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	-58.33333	0	0	3	4	0	0	0	0	0	0	0	0	0	0
17	1701	0	0	0	17	1701	61	0	1	1	0	22008	861.0655	0	0	0	2	0	3	12	1964	2	0	5	0	0	0	0	0	0	360	4	0	0	12	0	15.31873	0	0	0	0	0	1000	0	0	0	0	0	14.58333	0	0	0	0	0	0	0	1014.583	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	3	3	5000	0	0	579	463	0	0	0	0	116
18	1801	0	0	0	18	1801	50	1	4	1	0	22008	449.747	0	0	0	2	0	5	16	1982	2	0	2	0	1	3	8	12	40	276	1	0	2	0	0	24.59645	0	0	0	1103.228	0	0	0	0	0	0	0	16.66667	0	0	0	0	0	0	0	624.7067	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	195.1876	0	0	3	3	5714.286	300	0	480	430	0	0	0	0	50
20	2001	0	0	0	20	2001	80	1	5	1	0	32008	1461.99	0	0	0	2	0	5	16	1951	2	0	4	0	5	3	4	12	5	624	2	0	0	0	0	15.38462	333.3333	0	0	0	0	0	0	0	1240	0	0	7.524657	0	0	0	0	0	0	0	1518.358	0	0	0	0	0	0	0	12	0	0	0	0	0	12	0	-37.5	0	0	4	3	2579.882	100	0	1095	900	0	0	0	0	195
21	2101	0	0	2102	21	2101	64	1	2	1	0	32008	489.3384	0	0	0	2	0	5	16	1966	2	0	2	0	10	3	8	12	40	504	1	0	1	0	0	24.83474	0	0	0	6642.5	0	0	0	0	0	0	0	14583.33	500	500	0	0	0	0	0	37624.93	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	3681.862	0	0	5	2	5000000	0	0	0	0	0	0	0	0	0
21	2102	0	0	2101	21	2102	51	0	2	1	0	32008	489.3384	0	0	0	2	0	5	16	1977	2	0	2	0	1	3	8	12	50	348	1	0	2	0	0	0	0	0	0	4426.791	0	0	0	0	0	0	554.762	14583.33	500	500	0	0	0	0	0	0	0	70.83334	0	70.83334	0	0	100.0717	0	0	12	0	0	0	0	0	3681.862	0	0	5	2	5000000	0	0	1304.167	0	0	0	0	0	1304.167
21	2103	2101	2102	0	21	2103	25	1	1	1	0	32008	489.3384	0	0	0	2	6	5	16	2007	2	0	6	0	0	0	0	0	0	24	-1	0	0	0	0	18.94779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3681.862	0	0	5	2	0	0	0	0	0	0	0	0	0	0
21	2104	2101	2102	0	21	2104	18	1	1	1	0	32008	489.3384	0	0	0	2	5	3	12	2007	2	0	6	0	0	0	0	0	0	0	-1	0	0	0	0	12.34584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3681.862	0	0	5	2	0	0	0	0	0	0	0	0	0	0
23	2301	0	0	0	23	2301	80	0	5	1	0	32008	2934.629	0	0	0	2	0	5	16	1945	2	0	4	0	0	0	0	0	0	480	-1	12	0	0	0	14.32045	0	0	0	0	0	0	0	0	1684.913	0	0	.5176682	0	0	0	0	0	0	0	1603.593	0	0	0	0	0	0	0	0	0	0	0	0	0	12	12	81.83838	0	0	4	3	177.4862	0	0	542	400	0	0	0	0	142
26	2601	0	0	0	26	2601	77	0	5	1	0	22008	1068.178	0	0	0	2	0	3	12	1948	2	0	4	0	0	0	0	0	0	0	-1	12	0	0	0	7.776894	0	0	0	0	0	0	0	0	2930.56	0	489.5324	208.3333	0	0	0	0	0	0	0	2053.32	0	0	0	0	0	0	0	0	0	0	0	0	0	12	12	1085.573	0	0	4	4	71428.57	0	0	509.1	465	0	0	0	0	44.10001
27	2701	0	0	2702	27	2701	80	1	2	1	0	22008	1556.385	0	0	0	2	0	2	9	1942	2	0	4	0	0	0	0	0	0	492	-1	12	0	0	0	12.0922	0	0	0	0	0	0	0	0	1655.333	0	210.4957	2.083333	0	0	0	0	0	0	0	1758.162	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	176.3383	0	0	3	4	714.2857	0	0	284	189	0	0	0	0	95
27	2702	0	0	2701	27	2702	80	0	2	1	0	22008	1556.385	0	0	0	2	0	2	9	1943	2	0	4	0	0	0	0	0	0	372	-1	12	0	0	0	9.628366	0	0	0	0	0	0	0	0	275	0	210.4957	2.083333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	176.3383	0	0	3	4	714.2857	0	0	284	189	0	0	0	0	95
29	2901	0	0	0	29	2901	80	0	5	1	0	22008	2242.886	0	0	0	2	0	1	6	1926	2	0	4	0	0	0	0	0	0	288	-1	12	0	0	0	8.791026	0	0	0	0	0	0	0	0	1060	0	252.731	71.66666	0	0	0	0	0	0	0	1077.692	0	0	0	0	0	0	0	0	0	0	0	0	0	12	12	53.975	0	0	3	6	24571.43	0	0	123	0	0	0	0	0	123
30	3001	0	0	3002	30	3001	73	1	2	1	0	22008	1041.402	0	0	0	2	0	2	9	1953	2	0	4	0	0	0	0	0	0	0	-1	12	0	0	0	11.52041	0	0	0	0	0	0	0	0	1645	0	167.7141	4	0	0	0	0	0	0	0	1577.552	0	0	0	0	0	0	38.625	0	0	0	0	0	0	12	0	75.44833	0	0	5	2	1371.429	0	0	159.8883	0	0	0	0	0	159.8883
30	3002	0	0	3001	30	3002	73	0	2	1	0	22008	1041.402	0	0	0	2	0	2	9	1950	2	0	9	0	0	0	0	0	0	0	-1	0	0	0	0	7.914659	0	0	0	0	0	0	0	0	0	0	167.7141	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.625	0	0	0	0	0	0	0	0	75.44833	0	0	5	2	1371.429	0	0	159.8883	0	0	0	0	0	159.8883
33	3301	0	0	0	33	3301	68	1	1	1	0	22008	1465.106	0	0	0	2	0	1	6	1954	2	0	4	0	0	0	0	0	0	360	-1	12	0	0	0	13.97063	0	0	0	0	0	0	0	0	840	0	344.3362	.8333333	0	0	0	0	0	0	0	832.8333	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	8	0	0	2	4	285.7143	0	0	302.25	259	0	0	0	0	43.25
35	3501	0	0	3502	35	3501	44	0	1	1	0	22008	1583.448	0	0	0	2	0	3	12	1983	2	1	3	0	50	3	11	12	38	216	4	0	0	0	0	14.04049	2312	.4166667	0	0	0	0	0	0	0	0	405.8676	8.333333	3.125	3.125	0	0	0	0	0	3240.942	0	0	0	0	0	0	94.75	12	12	0	0	0	0	0	0	1523.975	0	0	4	2	2857.143	0	0	543.7502	0	0	0	0	0	543.7502
35	3502	0	0	3501	35	3502	48	1	4	1	0	22008	1583.448	0	0	0	2	0	5	16	1982	2	0	3	1	15	3	10	12	38	252	3	0	0	0	0	14.75708	2430	64.41666	0	0	0	0	0	0	0	0	0	8.333333	3.125	3.125	0	0	0	0	0	0	0	0	0	0	0	0	0	12	12	0	0	0	0	0	0	1523.975	0	0	4	2	2857.143	0	0	0	0	0	0	0	0	0
37	3701	0	0	3702	37	3701	80	1	2	1	0	22008	1334.287	0	0	0	2	0	5	16	1947	2	0	4	0	0	0	0	0	0	0	-1	12	0	0	0	12.91463	0	0	0	0	0	0	0	0	3229.28	0	302.1188	83.33334	0	0	0	0	0	0	0	5068.109	0	0	0	0	0	0	99.70834	0	0	0	0	0	0	12	0	597.8375	0	0	6	2	28571.43	0	0	237.815	0	0	0	0	0	237.815
37	3702	0	0	3701	37	3702	80	0	2	1	0	22008	1334.287	0	0	0	2	0	5	16	1947	2	0	4	0	0	0	0	0	0	0	-1	12	0	0	0	8.936635	0	0	0	0	0	0	0	0	2270	0	302.1188	83.33334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.70834	0	0	0	0	0	0	12	0	597.8375	0	0	6	2	28571.43	0	0	237.815	0	0	0	0	0	237.815
38	3801	0	0	3802	38	3801	51	1	2	1	0	22008	944.7005	0	0	0	2	0	5	16	1976	2	0	3	0	50	3	8	12	50	384	3	0	0	0	0	23.78717	5153.888	373.775	0	0	0	0	0	0	0	0	280.402	3.75	91.45834	91.45834	0	0	0	0	0	3835.219	0	333	0	333	0	0	50.66667	12	12	0	0	0	0	0	0	2054.96	0	0	6	2	1285.714	0	0	131.025	0	0	0	0	0	131.025
38	3802	0	0	3801	38	3802	51	0	2	1	0	22008	944.7005	0	0	0	2	0	5	16	1977	2	0	9	0	0	0	0	0	0	108	-1	0	0	0	0	16.38539	0	0	0	0	0	0	0	0	0	0	280.402	3.75	91.45834	91.45834	0	0	0	0	0	0	0	0	0	0	0	0	50.66667	0	0	0	0	0	0	0	0	2054.96	0	0	6	2	1285.714	0	0	131.025	0	0	0	0	0	131.025
38	3803	3801	3802	0	38	3803	23	0	1	1	0	22008	944.7005	0	0	0	2	6	5	16	2007	2	0	6	0	0	0	0	0	0	0	-1	0	0	0	0	14.0891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2054.96	0	0	6	2	0	0	0	0	0	0	0	0	0	0
38	3804	3801	3802	0	38	3804	21	1	1	1	0	22008	944.7005	0	0	0	2	6	3	12	2005	2	0	6	0	0	0	0	0	0	0	-1	0	0	0	0	12.70666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2054.96	0	0	6	2	0	0	0	0	0	0	0	0	0	0
39	3901	0	0	3902	39	3901	64	1	2	1	0	22008	882.0717	0	0	0	2	0	1	6	1957	2	0	4	0	0	0	0	0	0	0	-1	12	0	0	0	12.66477	0	0	0	0	0	0	0	0	1771.28	0	193.4977	4.166667	0	0	0	0	0	0	0	1848.391	0	0	0	0	0	0	16.08333	0	0	0	0	0	0	12	0	-68.7775	0	0	5	2	1428.571	0	0	148.35	0	0	0	0	0	148.35
39	3902	0	0	3901	39	3902	61	0	2	1	0	22008	882.0717	0	0	0	2	0	2	9	1962	2	0	9	0	0	0	0	0	0	120	-1	0	0	0	0	11.00909	0	0	0	0	0	0	0	0	0	0	193.4977	4.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.08333	0	0	0	0	0	0	0	0	-68.7775	0	0	5	2	1428.571	0	0	148.35	0	0	0	0	0	148.35
40	4001	0	0	4002	40	4001	69	1	2	1	0	22008	922.2	0	0	0	2	0	5	16	1962	2	0	4	0	5	3	4	0	96	492	4	12	2	0	0	20.52547	0	0	0	161.5514	0	0	0	0	1891.92	0	366.2367	6.25	0	0	0	0	0	0	0	1815.584	0	0	0	0	0	0	148.9167	0	0	12	0	0	0	12	0	250.3872	0	0	4	2	2142.857	0	0	363.8008	0	0	0	0	0	363.8008
40	4002	0	0	4001	40	4002	68	0	2	1	0	22008	922.2	0	0	0	2	0	2	9	1957	2	0	9	0	0	0	0	0	0	84	-1	0	0	0	0	9.503304	0	0	0	0	0	0	0	0	0	0	0	6.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250.3872	0	0	4	2	2142.857	0	0	0	0	0	0	0	0	0
41	4101	0	0	0	41	4101	47	0	1	1	0	22008	394.6385	0	0	0	2	0	3	12	1980	2	0	3	0	50	3	3	12	36	276	4	0	0	0	0	18.89423	2947.5	0	0	0	0	0	0	0	0	0	447.1553	4.166667	0	0	0	0	0	0	0	1879.566	0	0	0	0	0	0	66.25	12	0	0	0	0	0	0	0	1072.101	0	0	7	1	1428.571	0	0	593.8795	0	407.75	342.25	2007	116000	186.1295
44	4401	0	0	0	44	4401	59	0	4	1	0	22008	1767.848	0	0	0	2	6	5	16	2007	2	0	5	0	0	0	0	0	0	360	4	0	0	12	1	19.93441	0	0	0	0	0	912	0	0	0	0	383.3659	0	0	0	83.33334	0	0	0	0	995.3333	0	0	0	0	0	0	88.16666	0	0	0	12	0	0	0	0	0	0	0	4	2	0	0	0	266	0	0	0	0	0	266
45	4501	0	0	4502	45	4501	55	1	2	1	0	22008	1443.688	0	0	0	2	0	5	16	1975	2	0	3	0	35	3	4	12	60	348	5	0	0	0	0	10.64519	2767.75	117	0	0	0	0	0	0	0	192	374.6627	0	0	0	0	0	0	0	0	2411.679	0	0	0	0	0	0	130.9167	12	12	0	0	0	0	0	12	681.7375	0	0	5	1	0	0	0	417.75	0	42.41667	707.5833	1983	50000	375.3333
45	4502	0	0	4501	45	4502	41	0	2	1	0	22008	1443.688	0	0	0	2	3	5	16	1985	2	0	9	0	0	0	0	0	0	192	-1	0	0	0	0	19.3828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116.6667	0	116.6667	0	0	0	0	0	0	0	0	0	0	0	681.7375	0	0	5	1	0	100	0	0	0	0	0	0	0	0
46	4601	0	0	0	46	4601	45	0	4	1	0	22008	482.6222	0	0	0	2	0	5	16	1985	2	0	3	0	50	3	9	12	40	228	4	0	0	0	0	15.34276	2659.413	81	0	0	0	0	0	0	0	0	225.8757	.7558822	0	0	35.08333	0	0	0	0	2174.089	0	293	0	293	0	0	40.375	12	12	0	0	0	0	0	0	814.1625	0	0	6	1	259.1596	0	0	341.5567	0	48.58333	187.4167	1992	52057	292.9734
46	4602	0	4601	0	46	4602	17	0	1	1	0	22008	482.6222	0	0	0	2	4	2	9	-1	2	0	6	0	0	0	0	0	0	0	-1	0	0	0	0	9.417916	0	0	0	0	0	0	0	0	0	0	225.8757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.375	0	0	0	0	0	0	0	0	814.1625	0	0	6	1	0	0	0	341.5567	0	48.58333	187.4167	1992	52057	292.9734
46	4603	0	4601	0	46	4603	15	0	1	1	-1	22008	482.6222	0	0	0	2	4	2	9	2007	2	0	6	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	814.1625	0	0	6	1	0	0	0	0	0	0	0	0	0	0
47	4701	0	0	0	47	4701	63	0	4	1	0	22008	521.5231	0	0	0	2	0	2	9	1960	2	0	4	1	5	3	4	12	20	456	9	0	0	0	0	16.99139	1472.588	65	0	0	0	0	0	0	0	0	348.7847	5.711167	0	0	0	0	0	0	0	1134.628	0	0	0	0	0	0	0	12	12	0	0	0	0	0	0	343.6708	0	0	3	4	1958.115	0	0	414.66	320	0	0	0	0	94.66
48	4801	0	0	0	48	4801	52	0	1	1	0	22008	569.1527	0	0	0	2	0	3	12	1970	2	0	3	1	35	3	9	12	40	336	3	0	0	0	0	18.3644	3183.163	0	0	0	0	0	0	0	0	0	370.3141	53.25	0	0	0	0	0	0	0	2190.333	0	0	0	0	0	0	47.5	12	0	0	0	0	0	0	0	1046.079	0	0	5	1	18257.14	0	0	381.6818	0	168.75	183.25	1995	49578	212.9318
49	4901	0	0	4902	49	4901	41	1	2	1	0	22008	449.8518	0	0	0	2	0	3	12	1985	2	0	3	1	50	3	6	12	37	252	4	0	0	0	0	12.99571	2083.646	88	0	0	0	0	0	0	0	0	228.3946	0	0	0	0	0	0	0	0	2781.307	0	0	0	0	0	0	24.875	12	12	0	0	0	0	0	0	189.5392	0	0	7	1	0	0	0	148.5497	0	36.33333	190.1667	1990	44495	112.2163
49	4902	0	0	4901	49	4902	46	0	2	1	0	22008	449.8518	0	0	0	2	0	3	12	1979	2	0	3	1	50	3	9	12	37	286.5075	4	0	0	0	0	4.367152	700.2	88	0	0	0	0	0	0	0	0	228.3946	0	0	0	0	0	0	0	0	0	0	187	0	187	0	0	24.875	12	12	0	0	0	0	0	0	189.5392	0	0	7	1	0	0	0	148.5497	0	36.33333	190.1667	1990	44495	112.2163
49	4903	4901	4902	0	49	4903	12	1	1	1	-1	22008	449.8518	0	0	0	2	3	1	6	2007	2	0	6	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	189.5392	0	0	7	1	0	0	0	0	0	0	0	0	0	0
49	4904	4901	4902	0	49	4904	11	0	1	1	-1	22008	449.8518	0	0	0	2	2	0	0	-1	2	0	6	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	189.5392	0	0	7	1	0	0	0	0	0	0	0	0	0	0
50	5001	0	0	5002	50	5001	71	1	2	1	0	32008	671.866	0	0	0	2	0	2	9	1953	2	0	4	0	0	0	0	0	0	504	-1	12	0	0	0	14.97424	0	0	0	0	0	0	0	0	1541	0	198.9134	0	0	0	0	0	0	0	0	1462.174	0	0	0	0	0	0	25.41667	0	0	0	0	0	0	12	0	78.82584	0	0	4	2	0	0	0	114.0309	0	0	0	0	0	114.0309
50	5002	0	0	5001	50	5002	69	0	2	1	0	32008	671.866	0	0	0	2	0	1	6	1952	2	0	4	0	0	0	0	0	0	120	-1	0	0	0	0	9.581491	0	0	0	0	0	0	0	0	0	0	198.9134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.41667	0	0	0	0	0	0	0	0	78.82584	0	0	4	2	0	0	0	114.0309	0	0	0	0	0	114.0309
51	5101	0	0	5102	51	5101	61	1	2	1	0	32008	607.814	0	0	0	2	0	1	6	1960	2	0	4	0	0	0	0	0	0	468	-1	12	0	0	0	16.18804	0	0	0	0	0	0	0	0	1943	0	244.7662	123.0203	0	0	0	0	0	0	0	2242.029	0	0	0	0	0	0	39.625	0	0	0	0	0	0	12	0	647.0117	0	0	4	2	42178.39	0	0	152.7083	0	0	0	0	0	152.7083
51	5102	0	0	5101	51	5102	62	0	2	1	0	32008	607.814	0	0	0	2	0	5	16	1988	2	0	7	0	0	0	0	0	0	468	-1	0	0	0	0	20.82297	0	0	0	0	0	0	0	700	0	0	244.7662	123.0203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.625	0	0	0	0	12	0	0	0	647.0117	0	0	4	2	42178.39	0	0	152.7083	0	0	0	0	0	152.7083
53	5301	0	0	5302	53	5301	28	1	1	1	0	32008	261.7987	0	0	0	2	0	3	12	1998	2	0	3	0	15	3	4	12	38	108	3	0	0	0	0	12.87283	2119.726	0	0	0	0	0	0	0	0	0	0	3.834076	0	0	0	0	0	0	0	2778.177	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	1312.467	0	0	4	3	1314.54	0	0	913	650	0	0	0	0	263
53	5302	0	0	5301	53	5302	23	0	1	1	0	32008	261.7987	0	0	0	2	0	3	12	2002	2	0	3	0	15	3	4	12	38	60	9	0	0	0	0	11.92257	1963.25	0	0	0	0	0	0	0	0	0	0	3.834076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	1312.467	0	0	4	3	1314.54	0	0	0	0	0	0	0	0	0
54	5401	0	0	5403	54	5401	37	0	1	1	0	42008	1450.21	0	0	0	2	0	3	12	1990	2	0	3	0	3	3	8	12	38	96	4	0	0	0	0	13.58021	2236.208	0	0	0	0	0	0	0	0	0	0	2.51378	0	0	0	0	0	0	0	3186.035	0	103.4167	0	103.4167	0	0	0	12	0	0	0	0	0	0	0	1178.118	0	0	4	3	861.8676	0	0	609.08	433	0	0	0	0	176.08
54	5402	0	5401	0	54	5402	14	1	1	1	-1	42008	1450.21	0	0	0	2	3	1	6	2005	2	0	6	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	1178.118	0	0	4	3	0	0	0	0	0	0	0	0	0	0
54	5403	0	0	5401	54	5403	32	1	1	1	0	42008	1450.21	0	0	0	2	0	3	12	1994	2	0	3	0	8	3	3	12	38	144	3	0	0	0	0	12.26417	2019.5	0	0	0	0	0	0	0	0	0	0	2.51378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	1178.118	0	0	4	3	861.8676	0	0	0	0	0	0	0	0	0
