idhh	idperson	idfather	idmother	idpartner	idorighh	idorigperson	dag	dgn	dms	dcz	ddi	ddt	dwt	dsu00	dsu01	dsu02	dct	dec	deh	dey	dew	drgn1	dcu	les	lcs	lfs	lin	lindi	liwmy	lhw	liwwh	loc	lpemy	lse	lunmy	lowas	yivwg	yem	kfb	ypp	yse	bed	bun	phl	pdi	poa	psu	kivho	yiy	yprrt	ypr	ypt	bsa	bho	tpr	yot	yds	tad	bch00	bchba	bch	bma	bfapl	khooo	yemmy	kfbmy	ysemy	bunmy	pdimy	phlmy	poamy	psumy	tis	byr	byrmy	amrrm	amrtn	afc	xmp	xpp	xhc	xhcrt	xhcmomi	xhcmomc	amoyl	amolv	xhcot
2105	210503	210502	210501	0	2105	210503	3	1	1	3	-1	22008	1187.597	0	0	0	2	1	0	0	-1	2	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	130.5192	0	0	2	3	0	0	0	0	0	0	0	0	0	0
2105	210504	210502	210501	0	2105	210504	1	1	1	3	-1	22008	1187.597	0	0	0	2	1	0	0	-1	2	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	130.5192	0	0	2	3	0	0	0	0	0	0	0	0	0	0
2105	210505	210502	210501	0	2105	210505	0	0	1	3	-1	22008	1187.597	0	0	0	2	1	0	0	-1	2	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	130.5192	0	0	2	3	0	0	0	0	0	0	0	0	0	0
2107	210701	0	0	210702	2107	210701	56	1	2	1	0	32008	992.5526	0	0	0	2	0	2	9	1970	2	0	3	0	3	3	3	12	40	456	7	0	0	0	0	5.394231	935	0	0	0	0	0	0	0	0	0	227.4696	0	130	130	0	0	0	0	0	1747.5	0	0	0	0	0	0	42.75	12	0	0	0	0	0	0	0	506.4134	0	0	5	1	0	0	0	206.9716	0	46.75	107.75	1997	37184	160.2216
2107	210702	0	0	210701	2107	210702	46	0	2	1	0	32008	992.5526	0	0	0	2	0	3	12	1984	2	0	2	0	1	3	6	12	50	300	4	0	2	0	0	17.1298	0	0	0	1058.913	0	0	0	0	0	0	227.4696	0	130	130	0	0	0	0	0	0	0	0	0	0	0	0	42.75	0	0	12	0	0	0	0	0	506.4134	0	0	5	1	0	0	0	206.9716	0	46.75	107.75	1997	37184	160.2216
2108	210801	0	0	210802	2108	210801	64	1	2	1	0	42008	697.2859	0	0	0	2	0	5	16	1966	2	0	4	0	0	0	0	0	0	456	-1	12	0	0	0	22.15252	0	0	0	0	0	0	0	0	890	0	192.3282	62.5	250	250	0	0	0	0	0	1493.362	0	0	0	0	0	0	66.66666	0	0	0	0	0	0	12	0	21.63833	0	0	7	2	21428.57	0	0	148.7867	0	0	0	0	0	148.7867
2108	210802	0	0	210801	2108	210802	64	0	2	1	0	42008	697.2859	0	0	0	2	0	5	16	1964	2	0	9	0	0	0	0	0	0	0	-1	0	0	0	0	12.52787	0	0	0	0	0	0	0	0	0	0	192.3282	62.5	250	250	0	0	0	0	0	0	0	0	0	0	0	0	66.66666	0	0	0	0	0	0	0	0	21.63833	0	0	7	2	21428.57	0	0	148.7867	0	0	0	0	0	148.7867
2110	211001	0	0	0	2110	211001	35	0	1	1	0	32008	368.551	0	0	0	2	0	3	12	1990	2	0	3	0	6	3	8	4	20	144	4	0	0	8	0	5.048077	145.8333	0	0	0	0	675	0	0	0	0	361.31	0	0	0	25	0	0	0	0	1194.796	0	360	0	360	0	0	0	4	0	0	9	0	0	0	0	-5.629167	0	0	3	4	0	16.66667	0	293.66	197	0	0	0	0	96.66
2110	211002	0	211001	0	2110	211002	10	1	1	1	-1	32008	368.551	0	0	0	2	2	0	0	-1	2	0	6	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	-5.629167	0	0	3	4	0	0	0	0	0	0	0	0	0	0
2110	211003	0	211001	0	2110	211003	8	1	1	1	-1	32008	368.551	0	0	0	2	2	0	0	-1	2	0	6	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	-5.629167	0	0	3	4	0	0	0	0	0	0	0	0	0	0
2111	211101	0	0	211102	2111	211101	44	1	4	1	0	32008	1496.795	0	0	0	2	0	5	16	1994	2	1	2	0	2	3	8	12	55	348	5	0	2	0	0	27.72185	0	0	0	2850	0	0	0	0	0	0	300.9651	8.085404	300	300	0	0	0	0	0	8353.481	0	0	0	0	0	0	36.66667	0	0	12	0	0	0	0	0	2364.315	0	0	8	1	2772.139	255	0	782.6367	0	394	316	2005	195000	388.6367
2111	211102	0	0	211101	2111	211102	44	1	1	1	0	32008	1496.795	0	0	0	2	0	5	16	1984	2	1	2	0	1	3	11	12	40	288	3	0	1	0	0	26.31797	0	0	0	7506.626	0	0	0	0	0	0	300.9651	8.085404	300	300	0	0	0	0	0	0	0	0	0	0	0	0	36.66667	0	0	12	0	0	0	0	0	2364.315	0	0	8	1	2772.139	0	0	782.6367	0	394	316	2005	195000	388.6367
2112	211201	0	0	211202	2112	211201	80	1	2	1	0	32008	1456.322	0	0	0	2	0	5	16	1947	2	0	4	0	0	0	0	0	0	444	-1	12	0	0	0	15.70185	0	0	0	0	0	0	0	0	2468	0	193.4977	0	291.6667	291.6667	0	0	0	0	0	2493.69	0	0	0	0	0	0	37.79167	0	0	0	0	0	0	12	0	557.6433	0	0	5	2	0	0	0	120.7917	0	0	0	0	0	120.7917
2112	211202	0	0	211201	2112	211202	78	0	2	1	0	32008	1456.322	0	0	0	2	0	1	6	1943	2	0	9	0	0	0	0	0	0	0	-1	0	0	0	0	6.977298	0	0	0	0	0	0	0	0	0	0	193.4977	0	291.6667	291.6667	0	0	0	0	0	0	0	0	0	0	0	0	37.79167	0	0	0	0	0	0	0	0	557.6433	0	0	5	2	0	0	0	120.7917	0	0	0	0	0	120.7917
2117	211701	0	0	211702	2117	211701	66	1	2	1	0	22008	830.9788	0	0	0	2	0	5	16	1963	2	0	2	0	0	0	0	0	0	396	-1	12	0	0	0	20.69029	0	0	0	0	0	0	0	0	1874.525	0	193.644	0	0	0	0	0	0	0	0	2641.883	0	0	0	0	0	0	62.5	0	0	0	0	0	0	12	0	685.7962	0	0	6	2	0	0	0	123.0833	0	0	0	0	0	123.0833
2117	211702	0	0	211701	2117	211702	56	0	2	1	0	22008	830.9788	0	0	0	2	0	3	12	1969	2	0	3	0	50	3	11	12	20	444	5	0	0	0	0	16.76716	1453.154	0	0	0	0	0	0	0	0	0	193.644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62.5	12	0	0	0	0	0	0	0	685.7962	0	0	6	2	0	0	0	123.0833	0	0	0	0	0	123.0833
2118	211801	0	0	0	2118	211801	50	0	2	1	0	22008	751.4227	0	0	0	2	0	3	12	1974	2	0	3	0	2	3	8	12	20	408	4	0	0	0	0	15.3649	1331.625	53.16667	0	0	0	0	0	0	0	0	315.1797	133.8912	0	0	0	0	0	0	0	1148.567	0	0	0	0	0	0	33	12	12	0	0	0	0	0	0	233.6158	0	0	6	2	45905.54	83.33334	0	223.8333	0	0	0	0	0	223.8333
2119	211901	0	0	211902	2119	211901	20	1	1	1	0	22008	586.7732	0	0	0	2	0	3	12	2005	2	0	2	0	1	3	8	12	63	36	3	0	2	0	0	12.92188	0	0	0	1962.258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2620.27	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	956.2464	0	0	2	3	0	0	0	726.03	560	0	0	0	0	166.03
2119	211902	0	0	211901	2119	211902	20	0	1	1	0	22008	586.7732	0	0	0	2	0	3	12	2005	2	0	3	0	50	3	4	12	38	36	5	0	0	0	0	9.803189	1614.259	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	12	0	0	0	0	0	0	956.2464	0	0	2	3	0	0	0	0	0	0	0	0	0	0
2120	212001	0	0	212002	2120	212001	54	1	2	1	0	22008	964.6835	0	0	0	2	0	5	16	1977	2	0	3	0	35	3	9	5	45	348	2	0	0	0	0	31.17949	2533.333	138.6979	0	0	0	1933.333	0	0	0	0	228.5408	0	0	0	0	0	0	0	0	3712.159	0	0	0	0	0	0	75	5	5	0	1	0	0	0	0	843.2058	0	0	8	2	0	0	0	137.33	0	0	0	0	0	137.33
2120	212002	0	0	212001	2120	212002	53	0	2	1	0	22008	964.6835	0	0	0	2	0	5	16	1977	2	0	9	0	0	0	0	0	0	120	-1	0	0	0	0	16.36078	0	0	0	0	0	0	0	0	0	0	228.5408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	843.2058	0	0	8	2	0	0	0	137.33	0	0	0	0	0	137.33
2122	212201	0	0	212202	2122	212201	47	1	2	1	0	32008	797.77	0	0	0	2	0	4	14	1978	2	0	3	0	50	3	2	12	38	336	7	0	0	0	0	25.7307	4236.988	0	0	0	0	0	0	0	0	0	280.402	94.75359	0	0	0	0	0	0	0	5403.588	0	98.33334	0	98.33334	0	0	65.875	12	0	0	0	0	0	0	0	2255.173	0	0	6	1	32486.95	66.66666	0	285.9322	0	61.5	138.5	2000	49517	224.4322
2122	212202	0	0	212201	2122	212202	47	0	2	1	0	32008	797.77	0	0	0	2	0	3	12	1978	2	0	2	0	2	3	4	12	40	348	5	0	2	0	0	18.00637	0	0	0	1004.849	0	0	0	0	0	0	280.402	94.75359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65.875	0	0	12	0	0	0	0	0	2255.173	0	0	6	1	32486.95	0	0	285.9322	0	61.5	138.5	2000	49517	224.4322
2122	212203	212201	212202	0	2122	212203	19	0	1	1	0	32008	797.77	0	0	0	2	6	3	12	2007	2	0	6	0	5	3	4	0	96	0	4	0	0	0	0	.1802885	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	2255.173	0	0	6	1	0	0	0	0	0	0	0	0	0	0
2122	212204	212201	212202	0	2122	212204	22	1	1	1	0	32008	797.77	0	0	0	2	0	3	12	2004	2	0	3	0	35	3	4	12	40	48	9	0	0	0	0	12.2351	2120.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	2255.173	0	0	6	1	0	0	0	0	0	0	0	0	0	0
2123	212301	0	0	0	2123	212301	70	0	5	1	0	32008	1038.939	0	0	0	2	0	3	12	1956	2	0	4	0	0	0	0	0	0	516	-1	12	0	0	0	15.11353	0	0	0	0	0	0	0	0	984.3803	0	333.7968	0	0	0	0	0	0	0	0	950.36	0	0	0	0	0	0	141.6667	0	0	0	0	0	0	12	12	34.0203	0	0	4	2	0	0	0	448.9792	0	0	0	0	0	448.9792
2126	212601	0	0	0	2126	212601	49	0	4	1	1	22008	623.6296	0	0	0	2	0	5	16	1981	2	0	8	0	5	3	4	9	27	312	4	0	0	0	0	16.31624	1431.75	55.41667	0	0	0	0	328.75	0	0	0	422.6849	6.311337	0	0	12.41667	0	0	0	0	1620.451	0	199	0	199	0	0	50.66667	9	9	0	0	0	3	0	0	357.7767	0	0	4	1	2163.887	0	0	219.6272	0	72.91666	108.0833	2006	25000	146.7105
2126	212602	0	212601	0	2126	212602	9	0	1	1	-1	22008	623.6296	0	0	0	2	2	0	0	-1	2	0	6	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	357.7767	0	0	4	1	0	0	0	0	0	0	0	0	0	0
2128	212801	0	0	212802	2128	212801	56	1	2	1	0	22008	322.3904	0	0	0	2	0	3	12	1970	2	0	3	0	50	3	7	12	40	444	2	0	0	0	0	35.70577	6189	0	0	0	0	0	0	0	0	0	271.9151	58.56451	0	0	0	0	0	0	0	5952.872	0	0	0	0	0	0	43.16667	12	0	0	0	0	0	0	0	353.2575	0	0	5	2	20079.26	0	0	147.8096	0	0	0	0	0	147.8096
2128	212802	0	0	212801	2128	212802	57	0	2	1	0	22008	322.3904	0	0	0	2	0	3	12	1970	2	0	9	0	0	0	0	0	0	12	-1	0	0	0	0	11.21078	0	0	0	0	0	0	0	0	0	0	271.9151	58.56451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.16667	0	0	0	0	0	0	0	0	353.2575	0	0	5	2	20079.26	0	0	147.8096	0	0	0	0	0	147.8096
2129	212901	0	0	212902	2129	212901	73	1	2	1	0	22008	1073.631	0	0	0	2	0	5	16	1958	2	0	4	0	0	0	0	0	0	0	-1	12	0	0	0	15.27877	0	0	0	0	0	0	0	0	1800	0	175.5006	0	0	0	0	0	0	0	0	1750	0	0	0	0	0	0	55.83333	0	0	0	0	0	0	12	0	650	0	0	6	2	0	0	0	552.6276	0	0	0	0	0	552.6276
2129	212902	0	0	212901	2129	212902	72	0	2	1	0	22008	1073.631	0	0	0	2	0	3	12	1953	2	0	4	0	0	0	0	0	0	336	-1	12	0	0	0	12.12636	0	0	0	0	0	0	0	0	850	0	175.5006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55.83333	0	0	0	0	0	0	12	0	650	0	0	6	2	0	250	0	552.6276	0	0	0	0	0	552.6276
2130	213001	0	0	0	2130	213001	80	0	5	1	0	22008	1918.74	0	0	0	2	0	1	6	1939	2	0	4	0	0	0	0	0	0	0	-1	12	0	0	0	6.624758	0	0	0	0	0	0	0	0	1070	0	361.31	13.29632	0	0	0	0	0	0	0	1031.424	0	0	0	0	0	0	92.83334	0	0	0	0	0	0	12	12	51.8725	0	0	3	2	4558.738	0	0	153.8485	0	0	0	0	0	153.8485
2132	213201	0	0	0	2132	213201	69	0	4	2	0	22008	1077.278	0	0	0	2	0	3	12	1956	2	0	4	0	0	0	0	0	0	432	-1	12	0	0	0	14.1676	0	0	0	0	0	0	0	0	980	0	348.7847	7.584866	0	0	0	0	0	0	0	987.5848	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	3	4	2600.525	0	0	251.66	224	0	0	0	0	27.66
2133	213301	0	0	0	2133	213301	77	1	4	1	0	22008	847.3558	0	0	0	2	0	3	12	1950	2	0	4	0	0	0	0	0	0	0	-1	12	0	0	0	11.2562	0	0	0	0	0	0	0	0	1759.453	0	0	21.62913	0	0	0	0	0	0	0	1596.254	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	184.8277	0	0	2	3	7415.702	0	0	381.5	300	0	0	0	0	81.5
2134	213401	0	0	213402	2134	213401	60	1	2	1	0	22008	845.3499	0	0	0	2	0	1	6	1961	2	0	3	0	50	3	12	12	40	528	5	0	0	0	0	16.966	2940.773	250.6583	0	0	0	0	0	0	0	0	248.7864	244.3615	200	200	0	0	0	0	0	3396.87	0	0	0	0	0	0	50.08333	12	12	0	0	0	0	0	0	759.0761	0	0	4	1	83781.09	0	0	117.4789	0	36.70833	115.8333	2005	30000	80.77061
2134	213402	0	0	213401	2134	213402	62	0	2	1	0	22008	845.3499	0	0	0	2	0	3	12	1963	2	0	5	0	0	0	0	0	0	240	4	0	0	12	0	13.1873	0	0	0	0	0	196.9917	0	0	0	0	248.7864	244.3615	200	200	0	0	0	0	0	0	0	0	0	0	0	0	50.08333	0	0	0	11	0	0	0	0	759.0761	0	0	4	1	83781.09	0	0	117.4789	0	36.70833	115.8333	2005	30000	80.77061
2135	213501	0	0	213502	2135	213501	77	1	2	1	0	42008	1078.372	0	0	0	2	0	1	6	1944	2	0	4	0	0	0	0	0	0	0	-1	12	0	0	0	9.904756	0	0	0	0	0	0	0	0	1536.167	0	235.4826	2.227466	0	0	0	0	0	0	0	2163.711	0	0	0	0	0	0	31.04167	0	0	0	0	0	0	12	0	235.9108	0	0	3	2	763.7028	0	0	116.9167	0	0	0	0	0	116.9167
2135	213502	0	0	213501	2135	213502	73	0	2	1	0	42008	1078.372	0	0	0	2	0	1	6	1949	2	0	4	0	0	0	0	0	0	432	-1	12	0	0	0	11.99667	0	0	0	0	0	0	0	0	859	0	235.4826	2.227466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.04167	0	0	0	0	0	0	12	0	235.9108	0	0	3	2	763.7028	0	0	116.9167	0	0	0	0	0	116.9167
2137	213701	0	0	213702	2137	213701	55	1	2	1	0	42008	1032.497	0	0	0	2	0	3	12	1970	2	0	3	0	50	3	4	12	38	456	4	0	0	0	0	11.93722	1965.662	0	0	0	0	0	0	0	0	0	370.0216	4.166667	0	0	0	0	0	0	0	2284.539	0	0	0	0	0	0	73.5	12	0	0	0	0	0	0	0	832.4567	0	0	4	2	1428.571	0	0	538.63	0	0	0	0	0	538.63
2137	213702	0	0	213701	2137	213702	51	0	2	1	0	42008	1032.497	0	0	0	2	0	5	16	1977	2	0	7	0	0	0	0	0	0	300	-1	0	0	0	0	20.40295	0	0	0	0	0	0	1143	0	0	0	0	4.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	832.4567	0	0	4	2	1428.571	0	0	0	0	0	0	0	0	0
2138	213801	0	0	213802	2138	213801	63	1	2	1	0	42008	963.93	0	0	0	2	0	2	9	1964	2	0	4	0	0	0	0	0	0	0	7	0	0	12	0	13.62529	0	0	0	0	0	0	0	0	0	0	150.7403	0	0	0	0	0	0	0	0	1305	0	0	0	0	0	0	35.625	0	0	0	0	0	0	0	0	0	1305	12	3	2	0	0	0	93.41417	0	0	0	0	0	93.41417
2138	213802	0	0	213801	2138	213802	63	0	2	1	0	42008	963.93	0	0	0	2	0	1	6	1958	2	0	9	0	0	0	0	0	0	48	-1	0	0	0	0	9.885142	0	0	0	0	0	0	0	0	0	0	150.7403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.625	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	93.41417	0	0	0	0	0	93.41417
2140	214001	0	0	0	2140	214001	64	1	4	1	0	22008	716.387	0	0	0	2	0	3	12	1961	2	0	4	0	0	0	0	0	0	444	4	0	0	12	0	17.59444	0	0	0	0	0	0	0	0	0	0	402.2758	750.229	0	0	0	0	0	0	0	1895.396	0	0	0	0	0	0	80.97833	0	0	0	0	0	0	0	0	187.8333	1333	12	5	2	257221.4	0	0	357.6442	0	0	0	0	0	357.6442
2142	214201	0	0	214202	2142	214201	49	1	2	1	0	22008	430.3491	0	0	0	2	0	3	12	1976	2	0	3	0	50	3	6	12	40	384	8	0	0	0	0	16.04582	2781.275	105	0	0	0	0	0	0	0	0	253.2531	2.938793	0	0	0	0	0	0	0	2165.769	0	0	0	0	0	0	41.29167	12	12	0	0	0	0	0	0	621.3834	0	0	5	1	1007.586	0	0	144.9895	0	36.16667	66.91666	1998	25000	108.8228
2142	214202	0	0	214201	2142	214202	50	0	2	1	0	22008	430.3491	0	0	0	2	0	1	6	1962	2	0	9	0	0	0	0	0	0	24	-1	0	0	0	0	11.08303	0	0	0	0	0	0	0	0	0	0	253.2531	2.938793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.29167	0	0	0	0	0	0	0	0	621.3834	0	0	5	1	1007.586	0	0	144.9895	0	36.16667	66.91666	1998	25000	108.8228
2143	214301	0	0	214302	2143	214301	43	1	2	1	0	22008	569.3328	0	0	0	2	0	5	16	1988	2	0	3	0	50	3	4	10	65	264	3	0	0	2	0	15.33728	3600	97.91666	0	0	0	0	0	0	0	0	296.6529	0	400	400	0	0	0	0	0	5070.25	0	270	0	270	0	0	172.7917	10	10	0	0	0	0	0	0	512.9417	0	0	6	1	0	0	0	456.5496	0	271.8333	591.2917	1996	210000	184.7163
2143	214302	0	0	214301	2143	214302	41	0	2	1	0	22008	569.3328	0	0	0	2	0	5	16	1986	2	0	3	0	50	3	10	10	38	192	3	0	0	2	0	6.654838	913.1917	0	0	0	0	0	0	0	0	0	296.6529	0	400	400	0	0	0	0	0	0	0	0	0	0	0	0	172.7917	10	0	0	0	0	0	0	0	512.9417	0	0	6	1	0	0	0	456.5496	0	271.8333	591.2917	1996	210000	184.7163
2143	214303	214301	214302	0	2143	214303	10	1	1	1	-1	22008	569.3328	0	0	0	2	2	0	0	-1	2	0	6	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	512.9417	0	0	6	1	0	0	0	0	0	0	0	0	0	0
2143	214304	214301	214302	0	2143	214304	7	1	1	1	-1	22008	569.3328	0	0	0	2	2	0	0	-1	2	0	6	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	512.9417	0	0	6	1	0	0	0	0	0	0	0	0	0	0
2144	214401	0	0	214402	2144	214401	54	1	2	1	0	32008	312.8632	0	0	0	2	0	3	12	1972	2	0	3	1	50	3	6	12	40	408	3	0	0	0	0	18.9	3276	91.66666	0	0	0	0	0	0	0	0	201.1379	3.644797	0	0	0	0	0	0	0	2580.206	0	0	0	0	0	0	34.16667	12	12	0	0	0	0	0	0	813.0833	0	0	5	2	1249.645	0	0	161.5817	0	0	0	0	0	161.5817
2144	214402	0	0	214401	2144	214402	53	0	2	1	0	32008	312.8632	0	0	0	2	0	3	12	1975	2	0	9	0	0	0	0	0	0	108	-1	0	0	0	0	12.88732	0	0	0	0	0	0	0	0	0	0	201.1379	3.644797	0	0	0	0	0	0	0	0	0	110	0	110	0	0	34.16667	0	0	0	0	0	0	0	0	813.0833	0	0	5	2	1249.645	0	0	161.5817	0	0	0	0	0	161.5817
2144	214404	214401	214402	0	2144	214404	22	0	1	1	0	32008	312.8632	0	0	0	2	6	5	16	2007	2	0	6	0	0	0	0	0	0	0	-1	0	0	0	0	13.9637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	813.0833	0	0	5	2	0	0	0	0	0	0	0	0	0	0
2146	214601	0	0	0	2146	214601	57	0	4	1	0	22008	1129.897	0	0	0	2	0	5	16	1972	2	0	3	0	3	3	7	12	40	432	1	0	0	0	0	28.84615	5000	242	0	0	0	0	0	0	0	0	610.2795	20.83333	650	650	0	0	0	0	0	8046.692	0	0	0	0	0	0	176	12	12	0	0	0	0	0	0	1874.474	0	0	7	1	7142.857	0	0	402.3987	0	18.66667	201.0833	2000	25000	383.732
2146	214602	0	214601	0	2146	214602	28	0	1	1	0	22008	1129.897	0	0	0	2	0	5	16	2001	2	0	3	0	35	3	10	12	22	84	2	0	0	0	0	22.05507	2102.583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	1874.474	0	0	7	1	0	0	0	0	0	0	0	0	0	0
2146	214603	0	214601	0	2146	214603	26	1	1	1	0	22008	1129.897	0	0	0	2	0	5	16	2004	2	0	3	0	50	3	3	12	50	48	3	0	0	0	0	9.372692	2030.75	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	12	0	0	0	0	0	0	1874.474	0	0	7	1	0	0	0	0	0	0	0	0	0	0
2147	214701	0	0	214702	2147	214701	72	1	2	1	0	22008	813.5029	0	0	0	2	0	1	6	1950	2	0	4	0	0	0	0	0	0	600	-1	12	0	0	0	14.42079	0	0	0	0	0	0	0	0	1533	0	183.8413	0	0	0	0	0	0	0	0	1450.327	0	0	0	0	0	0	24.83083	0	0	0	0	0	0	12	0	82.67333	0	0	6	2	0	0	0	122.4957	0	0	0	0	0	122.4957
2147	214702	0	0	214701	2147	214702	68	0	2	1	0	22008	813.5029	0	0	0	2	0	3	12	1956	2	0	9	0	0	0	0	0	0	60	-1	0	0	0	0	10.00616	0	0	0	0	0	0	0	0	0	0	183.8413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.83083	0	0	0	0	0	0	0	0	82.67333	0	0	6	2	0	0	0	122.4957	0	0	0	0	0	122.4957
2148	214801	0	0	214802	2148	214801	80	1	2	1	0	22008	751.7183	0	0	0	2	0	5	16	1944	2	0	4	0	0	0	0	0	0	600	-1	12	0	0	0	16.81781	0	0	0	0	0	0	0	0	797.0971	0	178.7383	.4282384	0	0	0	0	0	0	0	1048.635	0	0	0	0	0	0	50	0	0	0	0	0	0	12	0	2.201696	0	0	7	2	146.8246	0	0	401.4778	0	0	0	0	0	401.4778
2148	214802	0	0	214801	2148	214802	74	0	2	1	0	22008	751.7183	0	0	0	2	0	3	12	1945	2	0	4	0	0	0	0	0	0	240	-1	12	0	0	0	10.56425	0	0	0	0	0	0	0	0	252.8829	0	178.7383	.4282384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	12	0	2.201696	0	0	7	2	146.8246	0	0	401.4778	0	0	0	0	0	401.4778
2149	214901	0	0	0	2149	214901	37	0	1	1	0	22008	1031.803	0	0	0	2	0	3	12	1989	2	0	2	0	1	3	11	12	50	180	5	0	2	0	0	15.2028	0	0	0	1208.917	0	0	0	0	0	0	0	0	0	0	16.58333	0	0	0	0	1216.417	0	187	0	187	0	0	0	0	0	12	0	0	0	0	0	196.0836	0	0	3	3	0	0	0	675	500	0	0	0	0	175
2149	214902	0	214901	0	2149	214902	14	1	1	1	-1	22008	1031.803	0	0	0	2	3	1	6	2005	2	0	6	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	196.0836	0	0	3	3	0	0	0	0	0	0	0	0	0	0
2149	214903	0	214901	0	2149	214903	3	1	1	1	-1	22008	1031.803	0	0	0	2	1	0	0	-1	2	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	196.0836	0	0	3	3	0	0	0	0	0	0	0	0	0	0
2150	215001	0	0	215002	2150	215001	31	1	2	1	0	22008	1591.416	0	0	0	2	0	5	16	2003	2	0	3	0	50	3	11	12	40	96	3	0	0	0	0	17.20212	2981.7	0	0	0	0	0	0	0	0	0	194.4469	2.241979	0	0	0	0	0	0	0	3309.434	0	0	0	0	0	0	30.625	12	0	0	0	0	0	0	0	2402.2	0	0	3	1	768.6785	0	0	129.683	0	60.54167	226.9583	2005	60000	69.1413
2150	215002	0	0	215001	2150	215002	28	0	2	1	0	22008	1591.416	0	0	0	2	0	5	16	2003	2	0	3	0	50	3	11	12	40	72	3	0	0	0	0	15.72375	2725.45	0	0	0	0	0	0	0	0	0	194.4469	2.241979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.625	12	0	0	0	0	0	0	0	2402.2	0	0	3	1	768.6785	0	0	129.683	0	60.54167	226.9583	2005	60000	69.1413
