	BELGIUM	sys_par_name	sys_reserved	sys_first_sys	BE_2005	BE_2006	BE_2007	BE_2008	BE_2009	BE_2010	sys_end_sys
		comp13_cond	136		{sin05_s=0} & {IsWithPartner} & !{IsDisabled} & {lunmy>=16} & {liwwh>=240}	{sin05_s=0} & {IsWithPartner} & !{IsDisabled} & {lunmy>=16} & {liwwh>=240}	{sin05_s=0} & {IsWithPartner} & !{IsDisabled} & {lunmy>=16} & {liwwh>=240}	{sin05_s=0} & {IsWithPartner} & !{IsDisabled} & {lunmy>=16} & {liwwh>=240}	{sin05_s=0} & {IsWithPartner} & !{IsDisabled} & {lunmy>=16} & {liwwh>=240}	{sin05_s=0} & {IsWithPartner} & !{IsDisabled} & {lunmy>=16} & {liwwh>=240}	
		comp13_perElig	137		$UI_ReplRateCohab16MHist*yempv	$UI_ReplRateCohab16MHist*yempv	$UI_ReplRateCohab16MHist*yempv	$UI_ReplRateCohab16MHist*yempv	$UI_ReplRateCohab16MHist*yempv	$UI_ReplRateCohab16MHist*yempv	
		comp14_cond	138		{sin05_s=0} & {IsWithPartner} & !{IsDisabled} & {lunmy>=16} & {liwwh<240} & {Getpartnerinfo#1=0}	{sin05_s=0} & {IsWithPartner} & !{IsDisabled} & {lunmy>=16} & {liwwh<240} & {Getpartnerinfo#1=0}	{sin05_s=0} & {IsWithPartner} & !{IsDisabled} & {lunmy>=16} & {liwwh<240} & {Getpartnerinfo#1=0}	{sin05_s=0} & {IsWithPartner} & !{IsDisabled} & {lunmy>=16} & {liwwh<240} & {Getpartnerinfo#1=0}	{sin05_s=0} & {IsWithPartner} & !{IsDisabled} & {lunmy>=16} & {liwwh<240} & {Getpartnerinfo#1=0}	{sin05_s=0} & {IsWithPartner} & !{IsDisabled} & {lunmy>=16} & {liwwh<240} & {Getpartnerinfo#1=0}	
		comp14_perElig	139		$UI_AmtNoPrivCohab16M	$UI_AmtNoPrivCohab16M	$UI_AmtNoPrivCohab16M	$UI_AmtNoPrivCohab16M	$UI_AmtNoPrivCohab16M	$UI_AmtNoPrivCohab16M	
		comp15_cond	140		{sin05_s=0} & {IsWithPartner} & !{IsDisabled} & {lunmy>=16} & {liwwh<240} & {Getpartnerinfo#1=1}	{sin05_s=0} & {IsWithPartner} & !{IsDisabled} & {lunmy>=16} & {liwwh<240} & {Getpartnerinfo#1=1}	{sin05_s=0} & {IsWithPartner} & !{IsDisabled} & {lunmy>=16} & {liwwh<240} & {Getpartnerinfo#1=1}	{sin05_s=0} & {IsWithPartner} & !{IsDisabled} & {lunmy>=16} & {liwwh<240} & {Getpartnerinfo#1=1}	{sin05_s=0} & {IsWithPartner} & !{IsDisabled} & {lunmy>=16} & {liwwh<240} & {Getpartnerinfo#1=1}	{sin05_s=0} & {IsWithPartner} & !{IsDisabled} & {lunmy>=16} & {liwwh<240} & {Getpartnerinfo#1=1}	
		comp15_perElig	141		$UI_AmtNoPrivCohab16M+$UI_SuppPrivCohab16M	$UI_AmtNoPrivCohab16M+$UI_SuppPrivCohab16M	$UI_AmtNoPrivCohab16M+$UI_SuppPrivCohab16M	$UI_AmtNoPrivCohab16M+$UI_SuppPrivCohab16M	$UI_AmtNoPrivCohab16M+$UI_SuppPrivCohab16M	$UI_AmtNoPrivCohab16M+$UI_SuppPrivCohab16M	
		#1_info	142		sin06_s	sin06_s	sin06_s	sin06_s	sin06_s	sin06_s	
		output_add_var	145		bun_s	bun_s	bun_s	bun_s	bun_s	bun_s	
		TAX_UNIT	146		tu_individual_be	tu_individual_be	tu_individual_be	tu_individual_be	tu_individual_be	tu_individual_be	
		func_Elig	147		on	on	on	on	on	on	
		elig_cond	148		{s00>0} & {yempv > 0} & {liwwh>=240} & {dag>=50} & {lunmy>12}	{s00>0} & {yempv > 0} & {liwwh>=240} & {dag>=50} & {lunmy>12}	{s00>0} & {yempv > 0} & {liwwh>=240} & {dag>=50} & {lunmy>12}	{s00>0} & {yempv > 0} & {liwwh>=240} & {dag>=50} & {lunmy>12}	{s00>0} & {yempv > 0} & {liwwh>=240} & {dag>=50} & {lunmy>12}	{s00>0} & {yempv > 0} & {liwwh>=240} & {dag>=50} & {lunmy>12}	
		TAX_UNIT	149		tu_individual_be	tu_individual_be	tu_individual_be	tu_individual_be	tu_individual_be	tu_individual_be	
		func_BenCalc	150		on	on	on	on	on	on	
		who_must_be_elig	151		one	one	one	one	one	one	
		comp1_cond	152		{sin05_s=2}	{sin05_s=2}	{sin05_s=2}	{sin05_s=2}	{sin05_s=2}	{sin05_s=2}	
		comp1_perElig	153		$UI_ReplRateDep12M*yempv+$UI_SenSuppDep	$UI_ReplRateDep12M*yempv+$UI_SenSuppDep	$UI_ReplRateDep12M*yempv+$UI_SenSuppDep	$UI_ReplRateDep12M*yempv+$UI_SenSuppDep	$UI_ReplRateDep12M*yempv+$UI_SenSuppDep	$UI_ReplRateDep12M*yempv+$UI_SenSuppDep	
		comp1_lowlim_amount	154		$UI_LowLimOldDep	$UI_LowLimOldDep	$UI_LowLimOldDep	$UI_LowLimOldDep	$UI_LowLimOldDep	$UI_LowLimOldDep	
		comp1_uplim_amount	155		$UI_UpLimOldDep	$UI_UpLimOldDep	$UI_UpLimOldDep	$UI_UpLimOldDep	$UI_UpLimOldDep	$UI_UpLimOldDep	
		comp2_cond	157		{sin05_s=1} & {dag<55}	{sin05_s=1} & {dag<55}	{sin05_s=1} & {dag<55}	{sin05_s=1} & {dag<55}	{sin05_s=1} & {dag<55}	{sin05_s=1} & {dag<55}	
		comp2_perElig	158		($UI_ReplRateSingle12M+$UI_SuppRateSingleY55)*yempv	($UI_ReplRateSingle12M+$UI_SuppRateSingleY55)*yempv	($UI_ReplRateSingle12M+$UI_SuppRateSingleY55)*yempv	($UI_ReplRateSingle12M+$UI_SuppRateSingleY55)*yempv	($UI_ReplRateSingle12M+$UI_SuppRateSingleY55)*yempv	($UI_ReplRateSingle12M+$UI_SuppRateSingleY55)*yempv	
		comp2_lowlim_amount	159		$UI_LowLimSingleY55	$UI_LowLimSingleY55	$UI_LowLimSingleY55	$UI_LowLimSingleY55	$UI_LowLimSingleY55	$UI_LowLimSingleY55	
		comp2_uplim_amount	160		$UI_UpLimSingleY55	$UI_UpLimSingleY55	$UI_UpLimSingleY55	$UI_UpLimSingleY55	$UI_UpLimSingleY55	$UI_UpLimSingleY55	
		comp3_cond	161		{sin05_s=1} & {dag>=55}	{sin05_s=1} & {dag>=55}	{sin05_s=1} & {dag>=55}	{sin05_s=1} & {dag>=55}	{sin05_s=1} & {dag>=55}	{sin05_s=1} & {dag>=55}	
		comp3_perElig	162		($UI_ReplRateSingle12M+$UI_SuppRateSingle55)*yempv	($UI_ReplRateSingle12M+$UI_SuppRateSingle55)*yempv	($UI_ReplRateSingle12M+$UI_SuppRateSingle55)*yempv	($UI_ReplRateSingle12M+$UI_SuppRateSingle55)*yempv	($UI_ReplRateSingle12M+$UI_SuppRateSingle55)*yempv	($UI_ReplRateSingle12M+$UI_SuppRateSingle55)*yempv	
		comp3_lowlim_amount	163		$UI_LowLimSingle55	$UI_LowLimSingle55	$UI_LowLimSingle55	$UI_LowLimSingle55	$UI_LowLimSingle55	$UI_LowLimSingle55	
		comp3_uplim_amount	164		$UI_UpLimSingle55	$UI_UpLimSingle55	$UI_UpLimSingle55	$UI_UpLimSingle55	$UI_UpLimSingle55	$UI_UpLimSingle55	
		comp4_cond	165		{sin05_s=0} & ({dag>=50} & {dag<=54})	{sin05_s=0} & ({dag>=50} & {dag<=54})	{sin05_s=0} & ({dag>=50} & {dag<=54})	{sin05_s=0} & ({dag>=50} & {dag<=54})	{sin05_s=0} & ({dag>=50} & {dag<=54})	{sin05_s=0} & ({dag>=50} & {dag<=54})	
		comp4_perElig	166		($UI_ReplRateCohab13to15M+$UI_SuppRateCohabY55)*yempv	($UI_ReplRateCohab13to15M+$UI_SuppRateCohabY55)*yempv	($UI_ReplRateCohab13to15M+$UI_SuppRateCohabY55)*yempv	($UI_ReplRateCohab13to15M+$UI_SuppRateCohabY55)*yempv	($UI_ReplRateCohab13to15M+$UI_SuppRateCohabY55)*yempv	($UI_ReplRateCohab13to15M+$UI_SuppRateCohabY55)*yempv	
		comp4_lowlim_amount	167		$UI_LowLimCohabY55	$UI_LowLimCohabY55	$UI_LowLimCohabY55	$UI_LowLimCohabY55	$UI_LowLimCohabY55	$UI_LowLimCohabY55	
		comp4_uplim_amount	168		$UI_UpLimCohabY55	$UI_UpLimCohabY55	$UI_UpLimCohabY55	$UI_UpLimCohabY55	$UI_UpLimCohabY55	$UI_UpLimCohabY55	
		comp5_cond	169		{sin05_s=0} & ({dag>=55} & {dag<=57})	{sin05_s=0} & ({dag>=55} & {dag<=57})	{sin05_s=0} & ({dag>=55} & {dag<=57})	{sin05_s=0} & ({dag>=55} & {dag<=57})	{sin05_s=0} & ({dag>=55} & {dag<=57})	{sin05_s=0} & ({dag>=55} & {dag<=57})	
		comp5_perElig	170		($UI_ReplRateCohab13to15M+$UI_SuppRateCohab55to57)*yempv	($UI_ReplRateCohab13to15M+$UI_SuppRateCohab55to57)*yempv	($UI_ReplRateCohab13to15M+$UI_SuppRateCohab55to57)*yempv	($UI_ReplRateCohab13to15M+$UI_SuppRateCohab55to57)*yempv	($UI_ReplRateCohab13to15M+$UI_SuppRateCohab55to57)*yempv	($UI_ReplRateCohab13to15M+$UI_SuppRateCohab55to57)*yempv	
		comp5_lowlim_amount	171		$UI_LowLimCohab55to57	$UI_LowLimCohab55to57	$UI_LowLimCohab55to57	$UI_LowLimCohab55to57	$UI_LowLimCohab55to57	$UI_LowLimCohab55to57	
		comp5_uplim_amount	172		$UI_UpLimCohab55to57	$UI_UpLimCohab55to57	$UI_UpLimCohab55to57	$UI_UpLimCohab55to57	$UI_UpLimCohab55to57	$UI_UpLimCohab55to57	
		comp6_cond	173		{sin05_s=0} & ({dag>=58} & {dag<=64})	{sin05_s=0} & ({dag>=58} & {dag<=64})	{sin05_s=0} & ({dag>=58} & {dag<=64})	{sin05_s=0} & ({dag>=58} & {dag<=64})	{sin05_s=0} & ({dag>=58} & {dag<=64})	{sin05_s=0} & ({dag>=58} & {dag<=64})	
		comp6_perElig	174		($UI_ReplRateCohab13to15M+$UI_SuppRateCohab58)*yempv	($UI_ReplRateCohab13to15M+$UI_SuppRateCohab58)*yempv	($UI_ReplRateCohab13to15M+$UI_SuppRateCohab58)*yempv	($UI_ReplRateCohab13to15M+$UI_SuppRateCohab58)*yempv	($UI_ReplRateCohab13to15M+$UI_SuppRateCohab58)*yempv	($UI_ReplRateCohab13to15M+$UI_SuppRateCohab58)*yempv	
		comp6_lowlim_amount	175		$UI_LowLimCohab58	$UI_LowLimCohab58	$UI_LowLimCohab58	$UI_LowLimCohab58	$UI_LowLimCohab58	$UI_LowLimCohab58	
		comp6_uplim_amount	176		$UI_UpLimCohab58	$UI_UpLimCohab58	$UI_UpLimCohab58	$UI_UpLimCohab58	$UI_UpLimCohab58	$UI_UpLimCohab58	
		output_add_var	177		bun_s	bun_s	bun_s	bun_s	bun_s	bun_s	
		TAX_UNIT	178		tu_individual_be	tu_individual_be	tu_individual_be	tu_individual_be	tu_individual_be	tu_individual_be	
		func_ArithOp	179		on	on	on	on	on	on	
		formula	180		bun_s*yempvmy/12	bun_s*yempvmy/12	bun_s*yempvmy/12	bun_s*yempvmy/12	bun_s*yempvmy/12	bun_s*yempvmy/12	
		output_var	181		bun_s	bun_s	bun_s	bun_s	bun_s	bun_s	
		TAX_UNIT	182		tu_individual_be	tu_individual_be	tu_individual_be	tu_individual_be	tu_individual_be	tu_individual_be	
		func_Elig	183		on	on	on	on	on	on	
		elig_cond	184		{yem>0}	{yem>0}	{yem>0}	{yem>0}	{yem>0}	{yem>0}	
		TAX_UNIT	185		tu_individual_be	tu_individual_be	tu_individual_be	tu_individual_be	tu_individual_be	tu_individual_be	
		func_ArithOp	186		on	on	on	on	on	on	
		who_must_be_elig	187		one	one	one	one	one	one	
		formula	188		yivwg*38*4.34	yivwg*38*4.34	yivwg*38*4.34	yivwg*38*4.34	yivwg*38*4.34	yivwg*38*4.34	
		uplim_amount	189		3096.06#m	3170.65#m	3253.42#m	3325.2#m	3476.03#m	3545.62#m	
		output_var	190		sin07_s	sin07_s	sin07_s	sin07_s	sin07_s	sin07_s	
		TAX_UNIT	191		tu_individual_be	tu_individual_be	tu_individual_be	tu_individual_be	tu_individual_be	tu_individual_be	
		func_ArithOp	192		on	on	on	on	on	on	
		formula	193		sin07_s*(1-0.1307)	sin07_s*(1-0.1307)	sin07_s*(1-0.1307)	sin07_s*(1-0.1307)	sin07_s*(1-0.1307)	sin07_s*(1-0.1307)	
		output_var	194		sin08_s	sin08_s	sin08_s	sin08_s	sin08_s	sin08_s	
		TAX_UNIT	195		tu_individual_be	tu_individual_be	tu_individual_be	tu_individual_be	tu_individual_be	tu_individual_be	
		func_SchedCalc	196		on	on	on	on	on	on	
		Base_var	197		sin08_s	sin08_s	sin08_s	sin08_s	sin08_s	sin08_s	
		band1_upLim	198		4660#y	4800#y	4880#y	5060#y	5200#y	5300#y	
		band1_rate	199		0.25	0.25	0.25	0.25	0.25	0.287	
		band2_upLim	200		9260#y	9540#y	9700#y	10050#y	10320#y	10530#y	
		band2_rate	201		0.1	0.1	0.1	0.1	0.1	0.1	
		band3_upLim	202		15420#y	15870#y	16140#y	16730#y	17180#y	17530#y	
		band3_rate	203		0.05	0.05	0.05	0.05	0.05	0.05	
		band4_rate	204		0.03	0.03	0.03	0.03	0.03	0.03	
		uplim_amount	205		3110#y	3200#y	3250#y	3370#y	3460#y	3660#y	
		output_var	206		sin09_s	sin09_s	sin09_s	sin09_s	sin09_s	sin09_s	
		TAX_UNIT	207		tu_individual_be	tu_individual_be	tu_individual_be	tu_individual_be	tu_individual_be	tu_individual_be	
		func_ArithOp	208		on	on	on	on	on	on	
		formula	209		sin08_s-sin09_s	sin08_s-sin09_s	sin08_s-sin09_s	sin08_s-sin09_s	sin08_s-sin09_s	sin08_s-sin09_s	
		lowlim_amount	210		0	0	0	0	0	0	
		output_var	211		sin10_s	sin10_s	sin10_s	sin10_s	sin10_s	sin10_s	
		TAX_UNIT	212		tu_individual_be	tu_individual_be	tu_individual_be	tu_individual_be	tu_individual_be	tu_individual_be	
		func_SchedCalc	213		on	on	on	on	on	on	
		base_var	214		sin10_s	sin10_s	sin10_s	sin10_s	sin10_s	sin10_s	
		band1_upLim	215		7090#y	7300#y	7430#y	7700#y	7900#y	8600#y	
		band1_rate	216		0.2675	0.2675	0.2675	0.2675	0.2675	0.2675	
		band2_upLim	217		9640#y	9920#y	10090#y	10460#y	10740#y	10950#y	
		band2_rate	218		0.321	0.321	0.321	0.321	0.321	0.321	
		band3_upLim	219		13970#y	14370#y	14620#y	15150#y	15560#y	15870#y	
		band3_rate	220		0.428	0.428	0.428	0.428	0.428	0.428	
		band4_upLim	221		30840#y	31740#y	32280#y	33460#y	34360#y	35050#y	
		band4_rate	222		0.4815	0.4815	0.4815	0.4815	0.4815	0.4815	
		band5_rate	223		0.535	0.535	0.535	0.535	0.535	0.535	
		output_var	224		sin11_s	sin11_s	sin11_s	sin11_s	sin11_s	sin11_s	
		TAX_UNIT	225		tu_individual_be	tu_individual_be	tu_individual_be	tu_individual_be	tu_individual_be	tu_individual_be	
		func_BenCalc	226		on	on	on	on	on	on	
		comp1_cond	227		{IsNtoMchild}#1	{IsNtoMchild}#1	{IsNtoMchild}#1	{IsNtoMchild}#1	{IsNtoMchild}#1	{IsNtoMchild}#1	
		#1_N	228		1	1	1	1	1	1	
		#1_M	229		1	1	1	1	1	1	
		comp1_perElig	230		amount#10	amount#10	amount#10	amount#10	amount#10	amount#10	
		comp2_cond	231		{IsNtoMchild}#2	{IsNtoMchild}#2	{IsNtoMchild}#2	{IsNtoMchild}#2	{IsNtoMchild}#2	{IsNtoMchild}#2	
		#2_N	232		2	2	2	2	2	2	
		#2_M	233		2	2	2	2	2	2	
		comp2_perElig	234		amount#11	amount#11	amount#11	amount#11	amount#11	amount#11	
		comp3_cond	235		{IsNtoMchild}#3	{IsNtoMchild}#3	{IsNtoMchild}#3	{IsNtoMchild}#3	{IsNtoMchild}#3	{IsNtoMchild}#3	
		#3_N	236		3	3	3	3	3	3	
		#3_M	237		3	3	3	3	3	3	
		comp3_perElig	238		amount#12	amount#12	amount#12	amount#12	amount#12	amount#12	
		comp4_cond	239		{IsNtoMchild}#4	{IsNtoMchild}#4	{IsNtoMchild}#4	{IsNtoMchild}#4	{IsNtoMchild}#4	{IsNtoMchild}#4	
		#4_N	240		4	4	4	4	4	4	
		#4_M	241		4	4	4	4	4	4	
		comp4_perElig	242		amount#13	amount#13	amount#13	amount#13	amount#13	amount#13	
		comp5_cond	243		{IsNtoMchild}#5	{IsNtoMchild}#5	{IsNtoMchild}#5	{IsNtoMchild}#5	{IsNtoMchild}#5	{IsNtoMchild}#5	
		#5_N	244		5	5	5	5	5	5	
		#5_M	245		5	5	5	5	5	5	
		comp5_perElig	246		amount#14	amount#14	amount#14	amount#14	amount#14	amount#14	
		comp6_cond	247		{IsNtoMchild}#6	{IsNtoMchild}#6	{IsNtoMchild}#6	{IsNtoMchild}#6	{IsNtoMchild}#6	{IsNtoMchild}#6	
		#6_N	248		6	6	6	6	6	6	
		#6_M	249		6	6	6	6	6	6	
		comp6_perElig	250		amount#15	amount#15	amount#15	amount#15	amount#15	amount#15	
		comp7_cond	251		{IsNtoMchild}#7	{IsNtoMchild}#7	{IsNtoMchild}#7	{IsNtoMchild}#7	{IsNtoMchild}#7	{IsNtoMchild}#7	
		#7_N	252		7	7	7	7	7	7	
		#7_M	253		7	7	7	7	7	7	
		comp7_perElig	254		amount#16	amount#16	amount#16	amount#16	amount#16	amount#16	
		comp8_cond	255		{IsNtoMchild}#8	{IsNtoMchild}#8	{IsNtoMchild}#8	{IsNtoMchild}#8	{IsNtoMchild}#8	{IsNtoMchild}#8	
		#8_N	256		8	8	8	8	8	8	
		#8_M	257		8	8	8	8	8	8	
		comp8_perElig	258		amount#17	amount#17	amount#17	amount#17	amount#17	amount#17	
		comp9_cond	259		{IsNtoMchild}#9	{IsNtoMchild}#9	{IsNtoMchild}#9	{IsNtoMchild}#9	{IsNtoMchild}#9	{IsNtoMchild}#9	
		#9_N	260		9	9	9	9	9	9	
		#9_M	261		99	99	99	99	99	99	
		comp9_perElig	262		amount#18	amount#18	amount#18	amount#18	amount#18	amount#18	
		#10_amount	263		360#y	348#y	348#y	360#y	372#y	372#y	
		#11_amount	264		540#y	576#y	600#y	624#y	636#y	648#y	
		#12_amount	265		1512#y	1560#y	1572#y	1632#y	1680#y	1728#y	
		#13_amount	266		2004#y	2064#y	2100#y	2172#y	2232#y	2268#y	
		#14_amount	267		2100#y	2160#y	2208#y	2280#y	2340#y	2400#y	
		#15_amount	268		2100#y	2172#y	2208#y	2292#y	2352#y	2388#y	
		#16_amount	269		2112#y	2160#y	2196#y	2280#y	2340#y	2388#y	
		#17_amount	270		2256#y	2340#y	2376#y	2448#y	2520#y	2580#y	
		#18_amount	271		2340#y	2412#y	2460#y	2532#y	2604#y	2652#y	
		output_add_var	272		sin12_s	sin12_s	sin12_s	sin12_s	sin12_s	sin12_s	
		TAX_UNIT	273		tu_family_be	tu_family_be	tu_family_be	tu_family_be	tu_family_be	tu_family_be	
		func_ArithOp	274		on	on	on	on	on	on	
		formula	275		sin08_s-(0<max>(sin11_s-sin12_s-amount#1))	sin08_s-(0<max>(sin11_s-sin12_s-amount#1))	sin08_s-(0<max>(sin11_s-sin12_s-amount#1))	sin08_s-(0<max>(sin11_s-sin12_s-amount#1))	sin08_s-(0<max>(sin11_s-sin12_s-amount#1))	sin08_s-(0<max>(sin11_s-sin12_s-amount#1))	
		#1_amount	276		1313.43#y	1350.88#y	1374.95#y	1425.78#y	1463.23#y	1492.65#y	
		lowlim_amount	277		0	0	0	0	0	0	
		output_var	278		sin13_s	sin13_s	sin13_s	sin13_s	sin13_s	sin13_s	
		TAX_UNIT	279		tu_individual_be	tu_individual_be	tu_individual_be	tu_individual_be	tu_individual_be	tu_individual_be	
		func_BenCalc	280		on	on	on	on	on	on	
		comp1_cond	281		{byr>0}	{byr>0}	{byr>0}	{byr>0}	{byr>0}	{byr>0}	
		comp1_perElig	282		$UI_ReplRateEarRet*yempv	$UI_ReplRateEarRet*yempv	$UI_ReplRateEarRet*yempv	$UI_ReplRateEarRet*yempv	$UI_ReplRateEarRet*yempv	$UI_ReplRateEarRet*yempv	
		comp1_lowlim_amount	283		$UI_LowLimEarRet	$UI_LowLimEarRet	$UI_LowLimEarRet	$UI_LowLimEarRet	$UI_LowLimEarRet	$UI_LowLimEarRet	
		comp1_uplim_amount	284		$UI_UpLimEarRet	$UI_UpLimEarRet	$UI_UpLimEarRet	$UI_UpLimEarRet	$UI_UpLimEarRet	$UI_UpLimEarRet	
		output_add_var	285		sin14_s	sin14_s	sin14_s	sin14_s	sin14_s	sin14_s	
		TAX_UNIT	286		tu_individual_be	tu_individual_be	tu_individual_be	tu_individual_be	tu_individual_be	tu_individual_be	
		func_BenCalc	287		on	on	on	on	on	on	
		comp1_cond	288		{byr>0}	{byr>0}	{byr>0}	{byr>0}	{byr>0}	{byr>0}	
		comp1_perElig	289		0.5*(sin13_s-sin14_s)	0.5*(sin13_s-sin14_s)	0.5*(sin13_s-sin14_s)	0.5*(sin13_s-sin14_s)	0.5*(sin13_s-sin14_s)	0.5*(sin13_s-sin14_s)	
		comp1_lowlim_amount	290		0	0	0	0	0	0	
		output_add_var	291		sin15_s	sin15_s	sin15_s	sin15_s	sin15_s	sin15_s	
		TAX_UNIT	292		tu_individual_be	tu_individual_be	tu_individual_be	tu_individual_be	tu_individual_be	tu_individual_be	
		func_ArithOp	293		on	on	on	on	on	on	
		formula	294		sin14_s+sin15_s	sin14_s+sin15_s	sin14_s+sin15_s	sin14_s+sin15_s	sin14_s+sin15_s	sin14_s+sin15_s	
		output_var	295		byr_s	byr_s	byr_s	byr_s	byr_s	byr_s	
		TAX_UNIT	296		tu_individual_be	tu_individual_be	tu_individual_be	tu_individual_be	tu_individual_be	tu_individual_be	
		sys_end_par								BE_2009	
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
